customer_id,event_date,event_type,plan_name,mrr
CUST_0001,2025-08-01,New,Basic,100.74
CUST_0001,2025-09-01,Renewal,Basic,100.74
CUST_0001,2025-10-01,Churn,Basic,0.0
CUST_0002,2025-06-01,New,Enterprise,1050.75
CUST_0002,2025-07-01,Renewal,Enterprise,1050.75
CUST_0002,2025-08-01,Renewal,Enterprise,1050.75
CUST_0002,2025-09-01,Renewal,Enterprise,1050.75
CUST_0002,2025-10-01,Renewal,Enterprise,1050.75
CUST_0002,2025-11-01,Renewal,Enterprise,1050.75
CUST_0002,2025-12-01,Renewal,Enterprise,1050.75
CUST_0003,2025-01-01,New,Pro,310.54
CUST_0003,2025-02-01,Renewal,Pro,310.54
CUST_0003,2025-03-01,Churn,Pro,0.0
CUST_0004,2025-10-01,New,Basic,106.21
CUST_0004,2025-11-01,Renewal,Basic,106.21
CUST_0004,2025-12-01,Renewal,Basic,106.21
CUST_0005,2025-08-01,New,Basic,99.8
CUST_0005,2025-09-01,Churn,Basic,0.0
CUST_0006,2024-09-01,New,Basic,108.68
CUST_0006,2024-10-01,Renewal,Basic,108.68
CUST_0006,2024-11-01,Renewal,Basic,108.68
CUST_0006,2024-12-01,Renewal,Basic,108.68
CUST_0006,2025-01-01,Renewal,Basic,108.68
CUST_0006,2025-02-01,Renewal,Basic,108.68
CUST_0006,2025-03-01,Renewal,Basic,108.68
CUST_0006,2025-04-01,Churn,Basic,0.0
CUST_0007,2025-11-01,New,Pro,277.2
CUST_0007,2025-12-01,Renewal,Pro,277.2
CUST_0008,2025-10-01,New,Pro,324.88
CUST_0008,2025-11-01,Renewal,Pro,324.88
CUST_0008,2025-12-01,Renewal,Pro,324.88
CUST_0009,2025-12-01,New,Basic,101.2
CUST_0010,2025-09-01,New,Enterprise,925.18
CUST_0010,2025-10-01,Renewal,Enterprise,925.18
CUST_0010,2025-11-01,Renewal,Enterprise,925.18
CUST_0010,2025-12-01,Renewal,Enterprise,925.18
CUST_0011,2025-07-01,New,Basic,96.38
CUST_0011,2025-08-01,Renewal,Basic,96.38
CUST_0011,2025-09-01,Renewal,Basic,96.38
CUST_0011,2025-10-01,Renewal,Basic,96.38
CUST_0011,2025-11-01,Renewal,Basic,96.38
CUST_0011,2025-12-01,Renewal,Basic,96.38
CUST_0012,2025-03-01,New,Enterprise,1093.7
CUST_0012,2025-04-01,Renewal,Enterprise,1093.7
CUST_0012,2025-05-01,Renewal,Enterprise,1093.7
CUST_0012,2025-06-01,Renewal,Enterprise,1093.7
CUST_0012,2025-07-01,Renewal,Enterprise,1093.7
CUST_0012,2025-08-01,Renewal,Enterprise,1093.7
CUST_0012,2025-09-01,Renewal,Enterprise,1093.7
CUST_0012,2025-10-01,Renewal,Enterprise,1093.7
CUST_0012,2025-11-01,Renewal,Enterprise,1093.7
CUST_0012,2025-12-01,Renewal,Enterprise,1093.7
CUST_0013,2025-12-01,New,Enterprise,1004.35
CUST_0014,2025-11-01,New,Pro,320.53
CUST_0014,2025-12-01,Renewal,Pro,320.53
CUST_0015,2024-04-01,New,Basic,105.85
CUST_0015,2024-05-01,Renewal,Basic,105.85
CUST_0015,2024-06-01,Renewal,Basic,105.85
CUST_0015,2024-07-01,Renewal,Basic,105.85
CUST_0015,2024-08-01,Renewal,Basic,105.85
CUST_0015,2024-09-01,Renewal,Basic,105.85
CUST_0015,2024-10-01,Renewal,Basic,105.85
CUST_0015,2024-11-01,Renewal,Basic,105.85
CUST_0015,2024-12-01,Renewal,Basic,105.85
CUST_0015,2025-01-01,Renewal,Basic,105.85
CUST_0015,2025-02-01,Renewal,Basic,105.85
CUST_0015,2025-03-01,Renewal,Basic,105.85
CUST_0015,2025-04-01,Renewal,Basic,105.85
CUST_0015,2025-05-01,Renewal,Basic,105.85
CUST_0015,2025-06-01,Renewal,Basic,105.85
CUST_0015,2025-07-01,Renewal,Basic,105.85
CUST_0015,2025-08-01,Renewal,Basic,105.85
CUST_0015,2025-09-01,Renewal,Basic,105.85
CUST_0015,2025-10-01,Renewal,Basic,105.85
CUST_0015,2025-11-01,Renewal,Basic,105.85
CUST_0015,2025-12-01,Renewal,Basic,105.85
CUST_0016,2024-03-01,New,Basic,95.18
CUST_0016,2024-04-01,Renewal,Basic,95.18
CUST_0016,2024-05-01,Renewal,Basic,95.18
CUST_0016,2024-06-01,Renewal,Basic,95.18
CUST_0016,2024-07-01,Renewal,Basic,95.18
CUST_0016,2024-08-01,Renewal,Basic,95.18
CUST_0016,2024-09-01,Renewal,Basic,95.18
CUST_0016,2024-10-01,Renewal,Basic,95.18
CUST_0016,2024-11-01,Renewal,Basic,95.18
CUST_0016,2024-12-01,Renewal,Basic,95.18
CUST_0016,2025-01-01,Renewal,Basic,95.18
CUST_0016,2025-02-01,Renewal,Basic,95.18
CUST_0016,2025-03-01,Renewal,Basic,95.18
CUST_0016,2025-04-01,Renewal,Basic,95.18
CUST_0016,2025-05-01,Renewal,Basic,95.18
CUST_0016,2025-06-01,Renewal,Basic,95.18
CUST_0016,2025-07-01,Renewal,Basic,95.18
CUST_0016,2025-08-01,Renewal,Basic,95.18
CUST_0016,2025-09-01,Renewal,Basic,95.18
CUST_0016,2025-10-01,Renewal,Basic,95.18
CUST_0016,2025-11-01,Renewal,Basic,95.18
CUST_0016,2025-12-01,Renewal,Basic,95.18
CUST_0017,2025-02-01,New,Basic,103.49
CUST_0017,2025-03-01,Renewal,Basic,103.49
CUST_0017,2025-04-01,Renewal,Basic,103.49
CUST_0017,2025-05-01,Renewal,Basic,103.49
CUST_0017,2025-06-01,Renewal,Basic,103.49
CUST_0017,2025-07-01,Renewal,Basic,103.49
CUST_0017,2025-08-01,Renewal,Basic,103.49
CUST_0017,2025-09-01,Renewal,Basic,103.49
CUST_0017,2025-10-01,Renewal,Basic,103.49
CUST_0017,2025-11-01,Renewal,Basic,103.49
CUST_0017,2025-12-01,Renewal,Basic,103.49
CUST_0018,2025-10-01,New,Basic,92.24
CUST_0018,2025-11-01,Renewal,Basic,92.24
CUST_0018,2025-12-01,Renewal,Basic,92.24
CUST_0019,2025-12-01,New,Basic,100.69
CUST_0020,2024-09-01,New,Basic,96.76
CUST_0020,2024-10-01,Renewal,Basic,96.76
CUST_0020,2024-11-01,Renewal,Basic,96.76
CUST_0020,2024-12-01,Renewal,Basic,96.76
CUST_0020,2025-01-01,Renewal,Basic,96.76
CUST_0020,2025-02-01,Renewal,Basic,96.76
CUST_0020,2025-03-01,Renewal,Basic,96.76
CUST_0020,2025-04-01,Churn,Basic,0.0
CUST_0021,2025-07-01,New,Pro,298.05
CUST_0021,2025-08-01,Renewal,Pro,298.05
CUST_0021,2025-09-01,Renewal,Pro,298.05
CUST_0021,2025-10-01,Renewal,Pro,298.05
CUST_0021,2025-11-01,Renewal,Pro,298.05
CUST_0021,2025-12-01,Renewal,Pro,298.05
CUST_0022,2025-03-01,New,Pro,297.55
CUST_0022,2025-04-01,Downgrade,Basic,99.31
CUST_0022,2025-05-01,Renewal,Basic,99.31
CUST_0022,2025-06-01,Renewal,Basic,99.31
CUST_0022,2025-07-01,Renewal,Basic,99.31
CUST_0022,2025-08-01,Renewal,Basic,99.31
CUST_0022,2025-09-01,Renewal,Basic,99.31
CUST_0022,2025-10-01,Renewal,Basic,99.31
CUST_0022,2025-11-01,Renewal,Basic,99.31
CUST_0022,2025-12-01,Renewal,Basic,99.31
CUST_0023,2025-12-01,New,Enterprise,919.12
CUST_0024,2025-10-01,New,Basic,97.92
CUST_0024,2025-11-01,Renewal,Basic,97.92
CUST_0024,2025-12-01,Renewal,Basic,97.92
CUST_0025,2025-10-01,New,Pro,278.85
CUST_0025,2025-11-01,Renewal,Pro,278.85
CUST_0025,2025-12-01,Renewal,Pro,278.85
CUST_0026,2025-04-01,New,Basic,92.02
CUST_0026,2025-05-01,Renewal,Basic,92.02
CUST_0026,2025-06-01,Renewal,Basic,92.02
CUST_0026,2025-07-01,Renewal,Basic,92.02
CUST_0026,2025-08-01,Renewal,Basic,92.02
CUST_0026,2025-09-01,Renewal,Basic,92.02
CUST_0026,2025-10-01,Churn,Basic,0.0
CUST_0027,2025-03-01,New,Basic,91.75
CUST_0027,2025-04-01,Renewal,Basic,91.75
CUST_0027,2025-05-01,Churn,Basic,0.0
CUST_0028,2024-12-01,New,Basic,101.43
CUST_0028,2025-01-01,Renewal,Basic,101.43
CUST_0028,2025-02-01,Renewal,Basic,101.43
CUST_0028,2025-03-01,Renewal,Basic,101.43
CUST_0028,2025-04-01,Renewal,Basic,101.43
CUST_0028,2025-05-01,Churn,Basic,0.0
CUST_0029,2024-05-01,New,Basic,98.18
CUST_0029,2024-06-01,Renewal,Basic,98.18
CUST_0029,2024-07-01,Renewal,Basic,98.18
CUST_0029,2024-08-01,Renewal,Basic,98.18
CUST_0029,2024-09-01,Renewal,Basic,98.18
CUST_0029,2024-10-01,Renewal,Basic,98.18
CUST_0029,2024-11-01,Renewal,Basic,98.18
CUST_0029,2024-12-01,Renewal,Basic,98.18
CUST_0029,2025-01-01,Renewal,Basic,98.18
CUST_0029,2025-02-01,Renewal,Basic,98.18
CUST_0029,2025-03-01,Renewal,Basic,98.18
CUST_0029,2025-04-01,Renewal,Basic,98.18
CUST_0029,2025-05-01,Renewal,Basic,98.18
CUST_0029,2025-06-01,Renewal,Basic,98.18
CUST_0029,2025-07-01,Renewal,Basic,98.18
CUST_0029,2025-08-01,Renewal,Basic,98.18
CUST_0029,2025-09-01,Renewal,Basic,98.18
CUST_0029,2025-10-01,Renewal,Basic,98.18
CUST_0029,2025-11-01,Renewal,Basic,98.18
CUST_0029,2025-12-01,Renewal,Basic,98.18
CUST_0030,2025-11-01,New,Basic,98.59
CUST_0030,2025-12-01,Renewal,Basic,98.59
CUST_0031,2025-10-01,New,Pro,287.93
CUST_0031,2025-11-01,Renewal,Pro,287.93
CUST_0031,2025-12-01,Renewal,Pro,287.93
CUST_0032,2025-12-01,New,Basic,97.4
CUST_0033,2025-12-01,New,Basic,96.36
CUST_0034,2025-06-01,New,Pro,277.35
CUST_0034,2025-07-01,Renewal,Pro,277.35
CUST_0034,2025-08-01,Renewal,Pro,277.35
CUST_0034,2025-09-01,Renewal,Pro,277.35
CUST_0034,2025-10-01,Renewal,Pro,277.35
CUST_0034,2025-11-01,Renewal,Pro,277.35
CUST_0034,2025-12-01,Renewal,Pro,277.35
CUST_0035,2025-09-01,New,Basic,108.68
CUST_0035,2025-10-01,Renewal,Basic,108.68
CUST_0035,2025-11-01,Renewal,Basic,108.68
CUST_0035,2025-12-01,Renewal,Basic,108.68
CUST_0036,2025-12-01,New,Basic,98.06
CUST_0037,2025-10-01,New,Basic,108.12
CUST_0037,2025-11-01,Renewal,Basic,108.12
CUST_0037,2025-12-01,Renewal,Basic,108.12
CUST_0038,2024-11-01,New,Basic,95.7
CUST_0038,2024-12-01,Renewal,Basic,95.7
CUST_0038,2025-01-01,Renewal,Basic,95.7
CUST_0038,2025-02-01,Renewal,Basic,95.7
CUST_0038,2025-03-01,Renewal,Basic,95.7
CUST_0038,2025-04-01,Renewal,Basic,95.7
CUST_0038,2025-05-01,Renewal,Basic,95.7
CUST_0038,2025-06-01,Renewal,Basic,95.7
CUST_0038,2025-07-01,Renewal,Basic,95.7
CUST_0038,2025-08-01,Renewal,Basic,95.7
CUST_0038,2025-09-01,Renewal,Basic,95.7
CUST_0038,2025-10-01,Renewal,Basic,95.7
CUST_0038,2025-11-01,Renewal,Basic,95.7
CUST_0038,2025-12-01,Renewal,Basic,95.7
CUST_0039,2025-04-01,New,Enterprise,1078.08
CUST_0039,2025-05-01,Renewal,Enterprise,1078.08
CUST_0039,2025-06-01,Renewal,Enterprise,1078.08
CUST_0039,2025-07-01,Renewal,Enterprise,1078.08
CUST_0039,2025-08-01,Renewal,Enterprise,1078.08
CUST_0039,2025-09-01,Renewal,Enterprise,1078.08
CUST_0039,2025-10-01,Renewal,Enterprise,1078.08
CUST_0039,2025-11-01,Renewal,Enterprise,1078.08
CUST_0039,2025-12-01,Renewal,Enterprise,1078.08
CUST_0040,2024-08-01,New,Basic,107.18
CUST_0040,2024-09-01,Renewal,Basic,107.18
CUST_0040,2024-10-01,Renewal,Basic,107.18
CUST_0040,2024-11-01,Renewal,Basic,107.18
CUST_0040,2024-12-01,Renewal,Basic,107.18
CUST_0040,2025-01-01,Renewal,Basic,107.18
CUST_0040,2025-02-01,Renewal,Basic,107.18
CUST_0040,2025-03-01,Renewal,Basic,107.18
CUST_0040,2025-04-01,Renewal,Basic,107.18
CUST_0040,2025-05-01,Renewal,Basic,107.18
CUST_0040,2025-06-01,Renewal,Basic,107.18
CUST_0040,2025-07-01,Renewal,Basic,107.18
CUST_0040,2025-08-01,Renewal,Basic,107.18
CUST_0040,2025-09-01,Renewal,Basic,107.18
CUST_0040,2025-10-01,Renewal,Basic,107.18
CUST_0040,2025-11-01,Renewal,Basic,107.18
CUST_0040,2025-12-01,Renewal,Basic,107.18
CUST_0041,2025-12-01,New,Basic,108.74
CUST_0042,2025-07-01,New,Basic,107.88
CUST_0042,2025-08-01,Renewal,Basic,107.88
CUST_0042,2025-09-01,Renewal,Basic,107.88
CUST_0042,2025-10-01,Renewal,Basic,107.88
CUST_0042,2025-11-01,Renewal,Basic,107.88
CUST_0042,2025-12-01,Renewal,Basic,107.88
CUST_0043,2024-11-01,New,Basic,101.91
CUST_0043,2024-12-01,Renewal,Basic,101.91
CUST_0043,2025-01-01,Renewal,Basic,101.91
CUST_0043,2025-02-01,Renewal,Basic,101.91
CUST_0043,2025-03-01,Renewal,Basic,101.91
CUST_0043,2025-04-01,Renewal,Basic,101.91
CUST_0043,2025-05-01,Renewal,Basic,101.91
CUST_0043,2025-06-01,Renewal,Basic,101.91
CUST_0043,2025-07-01,Renewal,Basic,101.91
CUST_0043,2025-08-01,Renewal,Basic,101.91
CUST_0043,2025-09-01,Renewal,Basic,101.91
CUST_0043,2025-10-01,Renewal,Basic,101.91
CUST_0043,2025-11-01,Renewal,Basic,101.91
CUST_0043,2025-12-01,Renewal,Basic,101.91
CUST_0044,2025-08-01,New,Pro,277.61
CUST_0044,2025-09-01,Renewal,Pro,277.61
CUST_0044,2025-10-01,Renewal,Pro,277.61
CUST_0044,2025-11-01,Renewal,Pro,277.61
CUST_0044,2025-12-01,Renewal,Pro,277.61
CUST_0045,2025-07-01,New,Basic,91.73
CUST_0045,2025-08-01,Renewal,Basic,91.73
CUST_0045,2025-09-01,Renewal,Basic,91.73
CUST_0045,2025-10-01,Renewal,Basic,91.73
CUST_0045,2025-11-01,Renewal,Basic,91.73
CUST_0045,2025-12-01,Renewal,Basic,91.73
CUST_0046,2025-02-01,New,Pro,293.92
CUST_0046,2025-03-01,Renewal,Pro,293.92
CUST_0046,2025-04-01,Downgrade,Basic,102.3
CUST_0046,2025-05-01,Renewal,Basic,102.3
CUST_0046,2025-06-01,Renewal,Basic,102.3
CUST_0046,2025-07-01,Renewal,Basic,102.3
CUST_0046,2025-08-01,Renewal,Basic,102.3
CUST_0046,2025-09-01,Renewal,Basic,102.3
CUST_0046,2025-10-01,Renewal,Basic,102.3
CUST_0046,2025-11-01,Renewal,Basic,102.3
CUST_0046,2025-12-01,Renewal,Basic,102.3
CUST_0047,2024-07-01,New,Basic,100.32
CUST_0047,2024-08-01,Renewal,Basic,100.32
CUST_0047,2024-09-01,Renewal,Basic,100.32
CUST_0047,2024-10-01,Renewal,Basic,100.32
CUST_0047,2024-11-01,Renewal,Basic,100.32
CUST_0047,2024-12-01,Renewal,Basic,100.32
CUST_0047,2025-01-01,Renewal,Basic,100.32
CUST_0047,2025-02-01,Renewal,Basic,100.32
CUST_0047,2025-03-01,Renewal,Basic,100.32
CUST_0047,2025-04-01,Renewal,Basic,100.32
CUST_0047,2025-05-01,Renewal,Basic,100.32
CUST_0047,2025-06-01,Renewal,Basic,100.32
CUST_0047,2025-07-01,Renewal,Basic,100.32
CUST_0047,2025-08-01,Renewal,Basic,100.32
CUST_0047,2025-09-01,Renewal,Basic,100.32
CUST_0047,2025-10-01,Renewal,Basic,100.32
CUST_0047,2025-11-01,Renewal,Basic,100.32
CUST_0047,2025-12-01,Renewal,Basic,100.32
CUST_0048,2025-08-01,New,Basic,95.72
CUST_0048,2025-09-01,Upgrade,Pro,315.89
CUST_0048,2025-10-01,Renewal,Pro,315.89
CUST_0048,2025-11-01,Renewal,Pro,315.89
CUST_0048,2025-12-01,Renewal,Pro,315.89
CUST_0049,2025-05-01,New,Basic,93.82
CUST_0049,2025-06-01,Renewal,Basic,93.82
CUST_0049,2025-07-01,Renewal,Basic,93.82
CUST_0049,2025-08-01,Renewal,Basic,93.82
CUST_0049,2025-09-01,Renewal,Basic,93.82
CUST_0049,2025-10-01,Renewal,Basic,93.82
CUST_0049,2025-11-01,Renewal,Basic,93.82
CUST_0049,2025-12-01,Renewal,Basic,93.82
CUST_0050,2025-09-01,New,Basic,95.08
CUST_0050,2025-10-01,Renewal,Basic,95.08
CUST_0050,2025-11-01,Renewal,Basic,95.08
CUST_0050,2025-12-01,Churn,Basic,0.0
CUST_0051,2025-05-01,New,Pro,303.98
CUST_0051,2025-06-01,Renewal,Pro,303.98
CUST_0051,2025-07-01,Renewal,Pro,303.98
CUST_0051,2025-08-01,Renewal,Pro,303.98
CUST_0051,2025-09-01,Renewal,Pro,303.98
CUST_0051,2025-10-01,Renewal,Pro,303.98
CUST_0051,2025-11-01,Renewal,Pro,303.98
CUST_0051,2025-12-01,Renewal,Pro,303.98
CUST_0052,2025-10-01,New,Pro,306.3
CUST_0052,2025-11-01,Renewal,Pro,306.3
CUST_0052,2025-12-01,Renewal,Pro,306.3
CUST_0053,2025-06-01,New,Pro,322.3
CUST_0053,2025-07-01,Renewal,Pro,322.3
CUST_0053,2025-08-01,Renewal,Pro,322.3
CUST_0053,2025-09-01,Renewal,Pro,322.3
CUST_0053,2025-10-01,Renewal,Pro,322.3
CUST_0053,2025-11-01,Renewal,Pro,322.3
CUST_0053,2025-12-01,Renewal,Pro,322.3
CUST_0054,2025-06-01,New,Pro,282.05
CUST_0054,2025-07-01,Renewal,Pro,282.05
CUST_0054,2025-08-01,Renewal,Pro,282.05
CUST_0054,2025-09-01,Renewal,Pro,282.05
CUST_0054,2025-10-01,Renewal,Pro,282.05
CUST_0054,2025-11-01,Renewal,Pro,282.05
CUST_0054,2025-12-01,Churn,Pro,0.0
CUST_0055,2025-11-01,New,Pro,326.51
CUST_0055,2025-12-01,Renewal,Pro,326.51
CUST_0056,2025-03-01,New,Enterprise,1064.65
CUST_0056,2025-04-01,Renewal,Enterprise,1064.65
CUST_0056,2025-05-01,Renewal,Enterprise,1064.65
CUST_0056,2025-06-01,Renewal,Enterprise,1064.65
CUST_0056,2025-07-01,Renewal,Enterprise,1064.65
CUST_0056,2025-08-01,Renewal,Enterprise,1064.65
CUST_0056,2025-09-01,Churn,Enterprise,0.0
CUST_0057,2024-08-01,New,Basic,100.9
CUST_0057,2024-09-01,Upgrade,Pro,290.22
CUST_0057,2024-10-01,Renewal,Pro,290.22
